GeneSetId,GeneCount,Chromosome,RangeStart,RangeEnd,TotalFragments,Duplicates,SupportingTrans,Unspliced,AltSJ,Chimeric,LowMapQual,ForwardStrand,ReverseStrand,Genes
chr18_279,1,chr18,51158282,51159383,0,0,0,0,0,0,0,0,0,SRSF10P1
chr15_709,1,chr15,94231538,94483952,0,0,0,0,0,0,0,0,0,MCTP2
chr12_1076,1,chr12,122019422,122062044,0,0,0,0,0,0,0,0,0,BCL7A
chr18_280,1,chr18,51174550,51218333,0,0,0,0,0,0,0,0,0,MEX3C
chr15_710,1,chr15,94583506,94589259,0,0,0,0,0,0,0,0,0,LINC02852
chr11_1116,2,chr11,77821109,77994715,0,0,0,0,0,0,0,0,0,AAMDC;INTS4
chr12_1077,1,chr12,122078756,122147344,0,0,0,0,0,0,0,0,0,MLXIP
chr18_281,1,chr18,51283733,51283896,0,0,0,0,0,0,0,0,0,RNU1-46P
chr15_711,2,chr15,95166065,95507865,0,0,0,0,0,0,0,0,0,LETR1;LINC00924
chr11_1117,4,chr11,78015715,78079865,0,0,0,0,0,0,0,0,0,KCTD14;NDUFC2-KCTD14;THRSP;NDUFC2
chr12_1078,2,chr12,122167738,122203471,0,0,0,0,0,0,0,0,0,LRRC43;IL31
chr18_282,3,chr18,51346249,51643939,0,0,0,0,0,0,0,0,0,LINC01630;SS18L2P2;RSL24D1P9
chr15_712,1,chr15,95745804,95745994,0,0,0,0,0,0,0,0,0,RNU2-3P
chr12_1079,2,chr12,122203681,122226062,0,0,0,0,0,0,0,0,0,B3GNT4;DIABLO
chr18_283,1,chr18,51845007,51845628,0,0,0,0,0,0,0,0,0,RPS8P3
chr11_1118,2,chr11,78095244,78139660,0,0,0,0,0,0,0,0,0,ALG8;RNU6-126P
chr15_713,4,chr15,96110040,96340263,0,0,0,0,0,0,0,0,0,NR2F2-AS1;LINC02157;NR2F2;MIR1469
chr12_1080,1,chr12,122229564,122266494,0,0,0,0,0,0,0,0,0,VPS33A
chr18_284,6,chr18,52340197,53629990,0,0,0,0,0,0,0,0,0,DCC;VN1R76P;MIR4528;LINC01917;LINC01919;RPL29P32
chr11_1119,2,chr11,78139756,78188626,0,0,0,0,0,0,0,0,0,KCTD21-AS1;KCTD21
chr15_714,1,chr15,96388214,96389056,0,0,0,0,0,0,0,0,0,TUBAP12
chr12_1081,3,chr12,122271432,122422669,0,0,0,0,0,0,0,0,0,CLIP1;RPL21P1;CLIP1-AS1
chr18_285,2,chr18,54151606,54224669,0,0,0,0,0,0,0,0,0,MBD2;SNORA37
chr11_1120,1,chr11,78188812,78215232,0,0,0,0,0,0,0,0,0,USP35
chr15_715,1,chr15,96441566,96442313,0,0,0,0,0,0,0,0,0,PGAM1P12
chr12_1082,1,chr12,122471600,122500932,0,0,0,0,0,0,0,0,0,ZCCHC8
chr18_286,1,chr18,54269517,54321266,0,0,0,0,0,0,0,0,0,POLI
chr11_1121,1,chr11,78215293,78418348,0,0,0,0,0,0,0,0,0,GAB2
chr15_716,1,chr15,96486582,96486891,0,0,0,0,0,0,0,0,0,RN7SKP254
chr12_1083,1,chr12,122503454,122527000,0,0,0,0,0,0,0,0,0,RSRC2
chr18_287,2,chr18,54324358,54385218,0,0,0,0,0,0,0,0,0,STARD6;C18orf54
chr11_1122,1,chr11,78423982,78429836,0,0,0,0,0,0,0,0,0,LINC02728
chr15_717,1,chr15,96756987,96758596,0,0,0,0,0,0,0,0,0,FAM149B1P1
chr12_1084,1,chr12,122527246,122626396,0,0,0,0,0,0,0,0,0,KNTC1
chr18_288,1,chr18,54406889,54407114,0,0,0,0,0,0,0,0,0,SNRPGP2
chr11_1123,1,chr11,78435620,78575194,0,0,0,0,0,0,0,0,0,NARS2
chr15_718,1,chr15,96772005,96783312,0,0,0,0,0,0,0,0,0,SPATA8-AS1
chr12_1085,1,chr12,122701293,122703357,0,0,0,0,0,0,0,0,0,HCAR2
chr18_289,1,chr18,54412763,54424632,0,0,0,0,0,0,0,0,0,CUPIN1P
chr11_1124,1,chr11,78579255,78579356,0,0,0,0,0,0,0,0,0,RNU6-311P
chr15_719,1,chr15,96783389,96785615,0,0,0,0,0,0,0,0,0,SPATA8
chr18_290,1,chr18,54587757,54599493,0,0,0,0,0,0,0,0,0,DYNAP
chr12_1086,1,chr12,122714756,122716811,0,0,0,0,0,0,0,0,0,HCAR3
chr11_1125,1,chr11,78581675,78582156,0,0,0,0,0,0,0,0,0,COPS8P3
chr15_720,1,chr15,96842069,96842384,0,0,0,0,0,0,0,0,0,RN7SKP181
chr18_291,2,chr18,54717860,54895516,0,0,0,0,0,0,0,0,0,RAB27B;RPSAP57
chr12_1087,1,chr12,122726076,122730844,0,0,0,0,0,0,0,0,0,HCAR1
chr11_1126,3,chr11,78652829,79441030,0,0,0,0,0,0,0,0,0,TENM4;MIR708;MIR5579
chr15_721,4,chr15,97215812,97523442,0,0,0,0,0,0,0,0,0,LINC02253;LINC02254;RN7SL677P;RNA5SP401
chr18_292,2,chr18,54901509,54959461,0,0,0,0,0,0,0,0,0,CCDC68;MAP1LC3P
chr12_1088,1,chr12,122752824,122771064,0,0,0,0,0,0,0,0,0,DENR
chr11_1127,1,chr11,80527960,80528066,0,0,0,0,0,0,0,0,0,RNU6-544P
chr15_722,1,chr15,97572185,97875650,0,0,0,0,0,0,0,0,0,LINC00923
chr18_293,1,chr18,55105904,55124306,0,0,0,0,0,0,0,0,0,LINC01929
chr12_1089,1,chr12,122774526,122827528,0,0,0,0,0,0,0,0,0,CCDC62
chr11_1128,1,chr11,80653429,80653988,0,0,0,0,0,0,0,0,0,ARL6IP1P3
chr15_723,1,chr15,97960703,97973833,0,0,0,0,0,0,0,0,0,ARRDC4
chr18_294,1,chr18,55146546,55146645,0,0,0,0,0,0,0,0,0,RNA5SP459
chr12_1090,1,chr12,122834453,122862961,0,0,0,0,0,0,0,0,0,HIP1R
chr11_1129,1,chr11,80751200,80762826,0,0,0,0,0,0,0,0,0,LINC02720
chr15_724,3,chr15,98003038,98103761,0,0,0,0,0,0,0,0,0,LINC02251;RNU6-1186P;LINC01582
chr12_1091,1,chr12,122865330,122896127,0,0,0,0,0,0,0,0,0,VPS37B
chr18_295,5,chr18,55222185,55664787,0,0,0,0,0,0,0,0,0,TCF4;TCF4-AS1;MIR4529;TCF4-AS2;RPL21P126
chr11_1130,1,chr11,81552226,81552516,0,0,0,0,0,0,0,0,0,MTND4LP18
chr15_725,1,chr15,98323902,98421021,0,0,0,0,0,0,0,0,0,LINC02351
chr12_1092,3,chr12,122920951,122982913,0,0,0,0,0,0,0,0,0,ABCB9;OGFOD2;ARL6IP4
chr18_296,1,chr18,55776727,55781722,0,0,0,0,0,0,0,0,0,LINC01415
chr11_1131,1,chr11,81555910,81556425,0,0,0,0,0,0,0,0,0,MTND6P25
chr15_726,1,chr15,98437162,98514382,0,0,0,0,0,0,0,0,0,FAM169B
chr12_1093,3,chr12,122983480,123151090,0,0,0,0,0,0,0,0,0,PITPNM2;MIR4304;PITPNM2-AS1
chr18_297,1,chr18,55881688,55998219,0,0,0,0,0,0,0,0,0,LINC01416
chr11_1132,3,chr11,81821272,82718299,0,0,0,0,0,0,0,0,0,MIR4300HG;MIR4300;RPS28P7
chr15_727,1,chr15,98645118,98647389,0,0,0,0,0,0,0,0,0,IRAIN
chr12_1094,3,chr12,123152320,123272334,0,0,0,0,0,0,0,0,0,MPHOSPH9;MTRFR;CDK2AP1
chr18_298,2,chr18,56031830,56137536,0,0,0,0,0,0,0,0,0,LINC01905;LINC01539
chr11_1133,1,chr11,82729940,82733864,0,0,0,0,0,0,0,0,0,FAM181B
chr15_728,6,chr15,98648539,99135593,0,0,0,0,0,0,0,0,0,IGF1R;MIR4714;SYNM-AS1;PGPEP1L;LUNAR1;SYNM
chr12_1095,1,chr12,123282916,123283034,0,0,0,0,0,0,0,0,0,RNA5SP375
chr18_299,3,chr18,56597209,57038845,0,0,0,0,0,0,0,0,0,TXNL1;WDR7;WDR7-OT1
chr11_1134,2,chr11,82781502,82817741,0,0,0,0,0,0,0,0,0,LINC02734;RBMXP3
chr15_729,1,chr15,99136323,99251223,0,0,0,0,0,0,0,0,0,TTC23
chr12_1096,3,chr12,123289109,123366113,0,0,0,0,0,0,0,0,0,SBNO1;SBNO1-AS1;MIR8072
chr18_300,1,chr18,57054558,57072119,0,0,0,0,0,0,0,0,0,LINC-ROR
chr11_1135,3,chr11,82822936,82970584,0,0,0,0,0,0,0,0,0,PRCP;EIF2S2P6;DDIAS
chr15_730,3,chr15,99251362,99390729,0,0,0,0,0,0,0,0,0,LRRC28;HSP90B2P;HNRNPA1P62
chr12_1097,1,chr12,123384132,123409353,0,0,0,0,0,0,0,0,0,KMT5A
chr18_301,1,chr18,57147087,57150410,0,0,0,0,0,0,0,0,0,BOD1L2
chr11_1136,2,chr11,82973133,83071923,0,0,0,0,0,0,0,0,0,RAB30;SNORA70E
chr15_731,1,chr15,99395179,99396593,0,0,0,0,0,0,0,0,0,LINC02244
chr12_1098,1,chr12,123415039,123436684,0,0,0,0,0,0,0,0,0,RILPL2
chr18_302,1,chr18,57169615,57171194,0,0,0,0,0,0,0,0,0,LINC02565
chr11_1137,2,chr11,83072052,83107789,0,0,0,0,0,0,0,0,0,RAB30-DT;COX5BP4
chr15_732,1,chr15,99551382,99552117,0,0,0,0,0,0,0,0,0,RPL7P5
chr12_1099,1,chr12,123441517,123441852,0,0,0,0,0,0,0,0,0,COPS5P2
chr18_303,1,chr18,57284602,57284708,0,0,0,0,0,0,0,0,0,RNU6-737P
chr11_1138,1,chr11,83111060,83111442,0,0,0,0,0,0,0,0,0,C1DP5
chr15_733,2,chr15,99565417,99733561,0,0,0,0,0,0,0,0,0,MEF2A;LYSMD4
chr12_1100,2,chr12,123458088,123533719,0,0,0,0,0,0,0,0,0,SNRNP35;RILPL1
chr18_304,1,chr18,57352557,57371731,0,0,0,0,0,0,0,0,0,ST8SIA3
chr11_1139,1,chr11,83132056,83134737,0,0,0,0,0,0,0,0,0,BCAS2P1
chr15_734,1,chr15,99791209,99791410,0,0,0,0,0,0,0,0,0,RN7SL484P
chr18_305,1,chr18,57435374,57491298,0,0,0,0,0,0,0,0,0,ONECUT2
chr12_1101,1,chr12,123536409,123536534,0,0,0,0,0,0,0,0,0,MIR3908
chr11_1140,9,chr11,83156988,83423516,0,0,0,0,0,0,0,0,0,PCF11;ANKRD42-DT;PCF11-AS1;ANKRD42;CKS1BP4;RPL32P24;CCDC90B;CCDC90B-AS1;CYCSP28
chr15_735,1,chr15,99798123,99801179,0,0,0,0,0,0,0,0,0,DNM1P46
chr18_306,1,chr18,57544377,57586732,0,0,0,0,0,0,0,0,0,FECH
chr12_1102,2,chr12,123575891,123598582,0,0,0,0,0,0,0,0,0,TMED2-DT;TMED2
chr11_1141,6,chr11,83455012,85628335,0,0,0,0,0,0,0,0,0,DLG2;DLG2-AS2;LDHAL6DP;HNRNPA1P72;HNRNPCP6;RNU6-1292P
chr15_736,2,chr15,99971437,100342005,0,0,0,0,0,0,0,0,0,ADAMTS17;RNA5SP402
chr18_307,1,chr18,57600656,57622213,0,0,0,0,0,0,0,0,0,NARS1
chr12_1103,4,chr12,123602077,123662604,0,0,0,0,0,0,0,0,0,DDX55;SNORA9B;EIF2B1;GTF2H3
chr11_1142,1,chr11,85628573,85636539,0,0,0,0,0,0,0,0,0,TMEM126B
chr15_737,1,chr15,100344047,100350725,0,0,0,0,0,0,0,0,0,SPATA41
chr18_308,2,chr18,57646426,57803315,0,0,0,0,0,0,0,0,0,ATP8B1;RNU6-742P
chr12_1104,1,chr12,123671110,123708399,0,0,0,0,0,0,0,0,0,TCTN2
chr11_1143,1,chr11,85647967,85656547,0,0,0,0,0,0,0,0,0,TMEM126A
chr15_738,2,chr15,100372936,100544995,0,0,0,0,0,0,0,0,0,CERS3-AS1;CERS3
chr18_309,1,chr18,57838476,57838966,0,0,0,0,0,0,0,0,0,RSL24D1P11
chr12_1105,2,chr12,123712353,123761755,0,0,0,0,0,0,0,0,0,ATP6V0A2;RPL27P12
chr11_1144,1,chr11,85657742,85682908,0,0,0,0,0,0,0,0,0,CREBZF
chr18_310,1,chr18,57961231,57964434,0,0,0,0,0,0,0,0,0,LINC01897
chr15_739,1,chr15,100551820,100551922,0,0,0,0,0,0,0,0,0,RNU6-322P
chr12_1106,5,chr12,123762188,124316024,0,0,0,0,0,0,0,0,0,DNAH10;CCDC92;DNAH10OS;ZNF664;RFLNA
chr11_1145,1,chr11,85683848,85686195,0,0,0,0,0,0,0,0,0,CCDC89
chr18_311,1,chr18,58018794,58019061,0,0,0,0,0,0,0,0,0,HMGN1P30
chr15_740,1,chr15,100553529,100558954,0,0,0,0,0,0,0,0,0,PRKXP1
chr12_1107,2,chr12,124324415,124567612,0,0,0,0,0,0,0,0,0,NCOR2;MIR6880
chr11_1146,1,chr11,85694224,85811159,0,0,0,0,0,0,0,0,0,SYTL2
chr15_741,3,chr15,100559369,100651701,0,0,0,0,0,0,0,0,0,LINS1;RNU6-181P;ASB7
chr18_312,1,chr18,58044226,58401540,0,0,0,0,0,0,0,0,0,NEDD4L
chr12_1108,1,chr12,124776856,124882668,0,0,0,0,0,0,0,0,0,SCARB1
chr11_1147,1,chr11,85855101,85920021,0,0,0,0,0,0,0,0,0,CCDC83
chr15_742,1,chr15,100849831,100876836,0,0,0,0,0,0,0,0,0,GCAWKR
chr18_313,3,chr18,58445788,58453766,0,0,0,0,0,0,0,0,0,MIR122HG;MIR122;MIR3591
chr12_1109,1,chr12,124901512,124901611,0,0,0,0,0,0,0,0,0,RNU6-927P
chr11_1148,1,chr11,85934737,85935663,0,0,0,0,0,0,0,0,0,SLC25A1P1
chr18_314,2,chr18,58481247,58629091,0,0,0,0,0,0,0,0,0,ALPK2;SNORA108
chr15_743,3,chr15,100877714,101078257,0,0,0,0,0,0,0,0,0,ALDH1A3;ALDH1A3-AS1;LRRK1
chr12_1110,2,chr12,124911604,124917368,0,0,0,0,0,0,0,0,0,UBC;MIR5188
chr11_1149,1,chr11,85957175,86069882,0,0,0,0,0,0,0,0,0,PICALM
chr18_315,1,chr18,58631259,58632120,0,0,0,0,0,0,0,0,0,RPL9P31
chr15_744,1,chr15,101175727,101252048,0,0,0,0,0,0,0,0,0,CHSY1
chr12_1111,1,chr12,124935488,124935860,0,0,0,0,0,0,0,0,0,RPL22P19
chr11_1150,1,chr11,86153227,86153334,0,0,0,0,0,0,0,0,0,RNU6-560P
chr18_316,3,chr18,58670009,58754477,0,0,0,0,0,0,0,0,0,MALT1-AS1;MALT1;MRPL37P1
chr15_745,1,chr15,101270817,101277500,0,0,0,0,0,0,0,0,0,SELENOS
chr12_1112,1,chr12,124946825,124989131,0,0,0,0,0,0,0,0,0,DHX37
chr11_1151,1,chr11,86192787,86193482,0,0,0,0,0,0,0,0,0,LINC02695
chr18_317,1,chr18,58805268,58805374,0,0,0,0,0,0,0,0,0,RNU6-219P
chr15_746,4,chr15,101281510,101525202,0,0,0,0,0,0,0,0,0,SNRPA1;PCSK6;SNRPA1-DT;PCSK6-AS1
chr12_1113,2,chr12,124993645,125031231,0,0,0,0,0,0,0,0,0,BRI3BP;THRIL
chr11_1152,1,chr11,86195132,86196266,0,0,0,0,0,0,0,0,0,FNTAP1
chr18_318,1,chr18,58808468,58834364,0,0,0,0,0,0,0,0,0,LINC01926
chr15_747,1,chr15,101562536,101562974,0,0,0,0,0,0,0,0,0,SNRPCP18
chr12_1114,1,chr12,125065434,125143333,0,0,0,0,0,0,0,0,0,AACS
chr11_1153,2,chr11,86201212,86278813,0,0,0,0,0,0,0,0,0,EED;MIR6755
chr18_319,2,chr18,58862600,58986480,0,0,0,0,0,0,0,0,0,ZNF532;RNU2-69P
chr15_748,1,chr15,101602786,101614531,0,0,0,0,0,0,0,0,0,LINC02348
chr12_1115,1,chr12,125186386,125662377,0,0,0,0,0,0,0,0,0,TMEM132B
chr11_1154,1,chr11,86294760,86295576,0,0,0,0,0,0,0,0,0,SETP17
chr18_320,1,chr18,58996734,59069338,0,0,0,0,0,0,0,0,0,OACYLP
chr15_749,2,chr15,101621444,101652391,0,0,0,0,0,0,0,0,0,TM2D3;RNU6-807P
chr12_1116,1,chr12,125958688,125983665,0,0,0,0,0,0,0,0,0,LINC00939
chr11_1155,2,chr11,86302211,86345943,0,0,0,0,0,0,0,0,0,HIKESHI;RN7SL225P
chr18_321,1,chr18,59139866,59158832,0,0,0,0,0,0,0,0,0,SEC11C
chr15_750,1,chr15,101653596,101724473,0,0,0,0,0,0,0,0,0,TARS3
chr12_1117,1,chr12,125983702,126043485,0,0,0,0,0,0,0,0,0,LINC02826
chr18_322,1,chr18,59220158,59230774,0,0,0,0,0,0,0,0,0,GRP
chr11_1156,1,chr11,86374736,86423109,0,0,0,0,0,0,0,0,0,CCDC81
chr15_751,1,chr15,101751553,101764961,0,0,0,0,0,0,0,0,0,DNM1P47
chr12_1118,1,chr12,126094112,126177632,0,0,0,0,0,0,0,0,0,LINC02359
chr18_323,1,chr18,59267035,59274086,0,0,0,0,0,0,0,0,0,RAX
chr11_1157,1,chr11,86432098,86432575,0,0,0,0,0,0,0,0,0,PTP4A1P6
chr15_752,2,chr15,101771758,101781989,0,0,0,0,0,0,0,0,0,GOLGA8VP;RN7SL209P
chr12_1119,2,chr12,126191151,126434227,0,0,0,0,0,0,0,0,0,LINC02350;LINC02825
chr18_324,1,chr18,59275156,59318649,0,0,0,0,0,0,0,0,0,CPLX4
chr11_1158,1,chr11,86441108,86672636,0,0,0,0,0,0,0,0,0,ME3
chr15_753,1,chr15,101803509,101806887,0,0,0,0,0,0,0,0,0,OR4F6
chr12_1120,2,chr12,126438837,126472790,0,0,0,0,0,0,0,0,0,LINC02347;FAM32EP
chr18_325,1,chr18,59327823,59359265,0,0,0,0,0,0,0,0,0,LMAN1
chr11_1159,5,chr11,86791059,86955395,0,0,0,0,0,0,0,0,0,PRSS23;MOB4P2;OR7E13P;OR7E2P;FZD4
chr15_754,1,chr15,101812202,101820197,0,0,0,0,0,0,0,0,0,OR4F15
chr12_1121,1,chr12,126524248,126524626,0,0,0,0,0,0,0,0,0,NDUFA5P6
chr18_326,1,chr18,59430939,59697662,0,0,0,0,0,0,0,0,0,CCBE1
chr11_1160,1,chr11,86955616,87021909,0,0,0,0,0,0,0,0,0,FZD4-DT
chr15_755,1,chr15,101828741,101829679,0,0,0,0,0,0,0,0,0,OR4F14P
chr12_1122,1,chr12,126688341,126720333,0,0,0,0,0,0,0,0,0,LINC02824
chr18_327,1,chr18,59761558,59761905,0,0,0,0,0,0,0,0,0,RPS26P54
chr11_1161,1,chr11,87024583,87025777,0,0,0,0,0,0,0,0,0,HNRNPCP8
chr15_756,1,chr15,101842119,101850324,0,0,0,0,0,0,0,0,0,OR4F13P
chr18_328,1,chr18,59778572,59778989,0,0,0,0,0,0,0,0,0,GLUD1P4
chr12_1123,2,chr12,126723412,126772519,0,0,0,0,0,0,0,0,0,LINC00943;LINC00944
chr11_1162,2,chr11,87037844,87328824,0,0,0,0,0,0,0,0,0,TMEM135;XIAPP2
chr15_757,1,chr15,101875964,101876901,0,0,0,0,0,0,0,0,0,OR4F28P
chr18_329,1,chr18,59899996,59904305,0,0,0,0,0,0,0,0,0,PMAIP1
chr12_1124,1,chr12,126869010,126874725,0,0,0,0,0,0,0,0,0,LINC02372
chr11_1163,1,chr11,87329407,87330052,0,0,0,0,0,0,0,0,0,PSMA2P1
chr15_758,1,chr15,101887354,101887767,0,0,0,0,0,0,0,0,0,WBP1LP5
chr18_330,1,chr18,59969438,59971396,0,0,0,0,0,0,0,0,0,NFE2L3P1
chr12_1125,1,chr12,126912034,126912322,0,0,0,0,0,0,0,0,0,HSPE1P20
chr11_1164,1,chr11,87606783,87606885,0,0,0,0,0,0,0,0,0,RNU6-1135P
chr15_759,1,chr15,101922042,101923113,0,0,0,0,0,0,12,0,0,OR4F4
chr18_331,1,chr18,59972914,59973207,0,0,0,0,0,0,0,0,0,RN7SL342P
chr12_1126,1,chr12,126915199,127060565,0,0,0,0,0,0,0,0,0,LINC02405
chr11_1165,1,chr11,87718354,87719411,0,0,0,0,0,0,0,0,0,LINC02711
chr15_760,1,chr15,101926805,101927707,0,0,0,0,0,0,0,0,0,OR4G2P
chr18_332,1,chr18,60009994,60011143,0,0,0,0,0,0,0,0,0,ENTR1P1
chr12_1127,1,chr12,127274265,127284328,0,0,0,0,0,0,0,0,0,LINC02376
chr11_1166,1,chr11,87815035,87816157,0,0,0,0,0,0,0,0,0,MTCYBP41
chr15_761,1,chr15,101937591,101938470,0,0,0,0,0,0,0,0,0,OR4G6P
chr18_333,1,chr18,60016778,60017441,0,0,0,0,0,0,0,0,0,SINHCAFP2
chr12_1128,1,chr12,127321355,127321529,0,0,0,0,0,0,0,0,0,RNU1-104P
chr11_1167,1,chr11,88113251,88175443,0,0,0,0,0,0,0,0,0,RAB38
chr15_762,1,chr15,101954885,101956412,0,0,0,0,0,0,0,0,0,FAM138E
chr18_334,1,chr18,60018625,60018731,0,0,0,0,0,0,0,0,0,RNU6-567P
chr12_1129,1,chr12,127324152,127340109,0,0,0,0,0,0,0,0,0,LINC02375
chr11_1168,1,chr11,88176502,88176593,0,0,0,0,0,0,0,0,0,MIR3166
chr15_763,1,chr15,101960459,101960596,0,0,0,0,0,0,0,0,0,MIR1302-10
chr18_335,1,chr18,60149576,60150365,0,0,0,0,0,0,0,0,0,RPS3AP49
chr12_1130,1,chr12,127631248,127636488,0,0,0,0,0,0,0,0,0,LINC02411
chr11_1169,1,chr11,88265069,88359684,0,0,0,0,0,0,0,0,0,CTSC
chr18_336,1,chr18,60163567,60163707,0,0,0,0,0,0,0,0,0,RNU4-17P
chr15_764,2,chr15,101966075,101976266,0,0,0,0,0,0,0,0,0,WASH3P;MIR6859-3
chr12_1131,1,chr12,127881616,127898645,0,0,0,0,0,0,0,0,0,LINC02393
chr11_1170,1,chr11,88408179,88409223,0,0,0,0,0,0,0,0,0,GAPDHP70
chr18_337,1,chr18,60371062,60372775,0,0,0,0,0,0,0,0,0,MC4R
chr12_1132,2,chr12,127914707,127983854,0,0,0,0,0,0,0,0,0,LINC00507;LINC00508
chr15_765,1,chr15,101977294,101978791,0,0,0,0,0,0,0,0,0,DDX11L9
chr11_1171,3,chr11,88504576,89065982,0,0,0,0,0,0,0,0,0,GRM5-AS1;GRM5;RNU6-16P
chr18_338,1,chr18,60519841,60520165,0,0,0,0,0,0,0,0,0,MRPS5P4
chr12_1133,1,chr12,128023788,128027166,0,0,0,0,0,0,0,0,0,LINC02441
chr19_0,1,chr19,66320,66492,0,0,0,0,0,0,0,0,0,WASH5P
chr11_1172,2,chr11,89177875,89295759,0,0,0,0,0,0,0,0,0,TYR;CBX3P7
chr18_339,1,chr18,60611773,60646089,0,0,0,0,0,0,0,0,0,GAD3P
chr12_1134,2,chr12,128086621,128123103,0,0,0,0,0,0,0,0,0,LINC02369;LINC02368
chr19_1,1,chr19,71973,72110,0,0,0,0,0,0,0,0,0,MIR1302-11
chr11_1173,1,chr11,89324353,89498187,0,0,0,0,0,0,0,0,0,NOX4
chr18_340,1,chr18,60663115,60664369,0,0,0,0,0,0,0,0,0,CTBP2P3
chr12_1135,2,chr12,128267170,128707911,0,0,0,0,0,0,0,0,0,TMEM132C;MIR3612
chr11_1174,1,chr11,89498748,89499198,0,0,0,0,0,0,0,0,0,H3P34
chr19_2,1,chr19,76163,77686,0,0,0,0,0,0,0,0,0,FAM138F
chr18_341,1,chr18,60794613,60794916,0,0,0,0,0,0,0,0,0,HMGN1P31
chr12_1136,1,chr12,128793194,128823958,0,0,0,0,0,0,0,0,0,SLC15A4
chr11_1175,1,chr11,89639237,89698599,0,0,0,0,0,0,0,0,0,FOLH1B
chr19_3,1,chr19,94062,94974,0,0,0,0,0,0,0,0,0,OR4G3P
chr18_342,3,chr18,61333430,61555779,0,0,0,0,0,0,0,0,0,CDH20;RNU6-116P;RPL30P14
chr12_1137,1,chr12,128853427,128984968,0,0,0,0,0,0,0,0,0,GLT1D1
chr11_1176,1,chr11,89700764,89701325,0,0,0,0,0,0,0,0,0,UBTFL10
chr19_4,1,chr19,104535,105472,0,0,0,0,0,0,0,0,0,OR4G1P
chr18_343,1,chr18,61748082,61758464,0,0,0,0,0,0,0,0,0,LINC01544
chr12_1138,1,chr12,129013336,129016663,0,0,0,0,0,0,0,0,0,NLRP9P1
chr11_1177,1,chr11,89710299,89717872,0,0,0,0,0,0,0,0,0,TRIM77
chr18_344,1,chr18,61808067,61894247,0,0,0,0,0,0,0,0,0,RNF152
chr19_5,1,chr19,107104,117102,250,17,250,0,0,0,127,140,110,OR4F17
chr12_1139,3,chr12,129071725,129904025,0,0,0,0,0,0,0,0,0,TMEM132D;TMEM132D-AS1;TMEM132D-AS2
chr11_1178,1,chr11,89752785,89753975,0,0,0,0,0,0,0,0,0,UBTFL2
chr19_6,1,chr19,145485,145812,0,0,0,0,0,0,0,0,0,WBP1LP11
chr12_1140,1,chr12,130032928,130045057,0,0,0,0,0,0,0,0,0,LINC02418
chr18_345,2,chr18,61905255,62187118,0,0,0,0,0,0,0,0,0,PIGN;RPIAP1
chr11_1179,1,chr11,89776981,89782377,0,0,0,0,0,0,0,0,0,TRIM64DP
chr12_1141,1,chr12,130070325,130072685,0,0,0,0,0,0,0,0,0,LINC02419
chr19_7,1,chr19,156279,157215,0,0,0,0,0,0,0,0,0,OR4F8P
chr18_346,1,chr18,62187255,62310249,0,0,0,0,0,0,0,0,0,RELCH
chr11_1180,1,chr11,89797655,89808575,0,0,0,0,0,0,0,0,0,TRIM49
chr12_1142,1,chr12,130144315,130162256,0,0,0,0,0,0,0,0,0,FZD10-AS1
chr19_8,1,chr19,191115,191325,0,0,0,0,0,0,0,0,0,SEPTIN14P19
chr18_347,1,chr18,62325287,62391288,0,0,0,0,0,0,0,0,0,TNFRSF11A
chr11_1181,1,chr11,89841997,89850970,0,0,0,0,0,0,0,0,0,TRIM53BP
chr12_1143,1,chr12,130162459,130165740,0,0,0,0,0,0,0,0,0,FZD10
chr19_9,1,chr19,193239,195595,0,0,0,0,0,0,0,0,0,CICP19
chr18_348,1,chr18,62415678,62416227,0,0,0,0,0,0,0,0,0,RPL17P44
chr11_1182,1,chr11,89854953,89862893,0,0,0,0,0,0,0,0,0,TRIM51BP
chr12_1144,1,chr12,130337887,130372637,0,0,0,0,0,0,0,0,0,PIWIL1
chr18_349,1,chr18,62442028,62443126,0,0,0,0,0,0,0,0,0,ACTBP9
chr19_10,2,chr19,198264,246544,0,0,0,0,0,0,0,0,0,LINC01002;RNU6-1076P
chr11_1183,1,chr11,89870438,89878487,0,0,0,0,0,0,0,0,0,TRIM64B
chr12_1145,1,chr12,130396133,130768228,0,0,0,0,0,0,0,0,0,RIMBP2
chr18_350,1,chr18,62523025,62587709,0,0,0,0,0,0,0,0,0,ZCCHC2
chr11_1184,1,chr11,89908540,89909047,0,0,0,0,0,0,0,0,0,MTND1P35
chr19_11,1,chr19,281040,291403,128,11,128,0,0,0,0,71,57,PLPP2
chr12_1146,1,chr12,130789600,130839254,0,0,0,0,0,0,0,0,0,STX2
chr18_351,1,chr18,62650308,62650601,0,0,0,0,0,0,0,0,0,RN7SL705P
chr11_1185,1,chr11,89911111,89922245,0,0,0,0,0,0,0,0,0,TRIM49D1
chr12_1147,1,chr12,130869736,130869837,0,0,0,0,0,0,0,0,0,RNU6-1077P
chr18_352,2,chr18,62715541,62980433,0,0,0,0,0,0,0,0,0,PHLPP1;RNU6-142P
chr11_1186,1,chr11,89924064,89933063,0,0,0,0,0,0,0,0,0,TRIM49D2
chr19_12,1,chr19,305573,344815,277,17,277,0,0,0,2,155,122,MIER2
